order_id,transaction_type,price,stoploss,target,semi_target,status,semi-target_status,target_status,stoploss_status,day_high,day_low
1,SELL,291.4,298.9,285.4,290.2,,1,0,1,298.9,289.1
2,BUY,290.2,289.1,294.1,291.4,,0,0,1,298.9,289.1
3,SELL,289.1,298.9,285.4,287.9,,1,0,1,298.9,285.6
4,BUY,287.9,285.6,294.1,289.1,,1,0,1,298.9,285.6
5,SELL,289.1,298.9,285.4,287.9,,1,0,1,298.9,285.6
6,BUY,287.9,285.6,294.1,289.1,,0,0,1,298.9,285.6
7,SELL,285.6,298.9,281.1,284.5,,0,1,0,298.9,271.2
