,local_order_id,order_id,order_type,parent_order_id,price,status,transaction_type,trigger_price
0,1,191106000675254,LIMIT,NA,582.4,COMPLETE,SELL,0
1,,191106000675504,LIMIT,191106000675254,578.5,OPEN,BUY,0.0
2,,191106000675505,SL,191106000675254,638.15,TRIGGER PENDING,BUY,588.4
