Company,Profit,Trades,Net_Profit
IBULHSGFIN,2.700000000000017,2,1760.0000000000136
WIPRO,-3.2000000000000455,2,-10640.000000000146
NTPC,0.7999999999999972,1,3639.9999999999864
Total,,5,-5240.000000000145
