,average_price,cancelled_quantity,disclosed_quantity,exchange,exchange_order_id,exchange_timestamp,exchange_update_timestamp,filled_quantity,guid,instrument_token,market_protection,order_id,order_timestamp,order_type,parent_order_id,pending_quantity,placed_by,price,product,quantity,status,status_message,status_message_raw,tag,tradingsymbol,transaction_type,trigger_price,validity,variety
0,118.3,0,0,NSE,1200000000395326,2019-11-22 09:20:05,2019-11-22 09:20:05,48,12499XeZyknq90HNxj,2977281,0,191122000191851,2019-11-22 09:20:05,LIMIT,,0,UD8801,118.3,BO,48,COMPLETE,,,,NTPC,BUY,0.0,DAY,bo
1,243.2,0,0,NSE,1300000000922195,2019-11-22 09:25:05,2019-11-22 09:25:12,32,12499X8dk5jNZyRG6P,969473,0,191122000294672,2019-11-22 09:25:12,LIMIT,,0,UD8801,243.2,BO,32,COMPLETE,,,,WIPRO,SELL,0.0,DAY,bo
2,119.1,0,0,NSE,1200000000395739,2019-11-22 09:20:05,2019-11-22 09:40:08,48,,2977281,0,191122000192050,2019-11-22 09:40:08,LIMIT,191122000191851,0,UD8801,119.1,BO,48,COMPLETE,,,,NTPC,SELL,0.0,DAY,bo
3,0.0,48,48,NSE,1200000000395755,2019-11-22 09:40:08,2019-11-22 09:40:08,0,,2977281,0,191122000192051,2019-11-22 09:40:08,SL,191122000191851,48,UD8801,103.8,BO,48,CANCELLED,,,,NTPC,SELL,117.0,DAY,bo
4,0.0,0,0,NSE,1200000001038954,2019-11-22 09:40:10,2019-11-22 09:40:10,0,12499XwWSempc0iRb8,2977281,0,191122000543583,2019-11-22 09:40:10,SL,,48,UD8801,117.0,BO,48,TRIGGER PENDING,,,,NTPC,SELL,117.0,DAY,bo
5,0.0,32,32,NSE,1300000000928239,2019-11-22 10:34:41,2019-11-22 10:34:41,0,,969473,0,191122000296948,2019-11-22 10:34:41,LIMIT,191122000294672,32,UD8801,241.6,BO,32,CANCELLED,,,,WIPRO,BUY,0.0,DAY,bo
6,244.8,0,0,NSE,1300000000928238,2019-11-22 10:34:41,2019-11-22 10:34:41,32,,969473,0,191122000296949,2019-11-22 10:34:41,LIMIT,191122000294672,0,UD8801,272.3,BO,32,COMPLETE,,,,WIPRO,BUY,244.8,DAY,bo
7,244.8,0,0,NSE,1300000003370930,2019-11-22 10:34:50,2019-11-22 10:34:50,32,12499XYL3Vi5BIykof,969473,0,191122001119903,2019-11-22 10:34:50,LIMIT,,0,UD8801,244.8,BO,32,COMPLETE,,,,WIPRO,BUY,0.0,DAY,bo
8,0.0,0,32,NSE,1300000003371160,2019-11-22 10:34:50,2019-11-22 10:34:50,0,,969473,0,191122001119948,2019-11-22 10:34:50,LIMIT,191122001119903,32,UD8801,246.8,BO,32,OPEN,,,,WIPRO,SELL,0.0,DAY,bo
9,0.0,0,32,NSE,1300000003371161,2019-11-22 10:34:50,2019-11-22 10:34:50,0,,969473,0,191122001119949,2019-11-22 10:34:50,SL,191122001119903,32,UD8801,222.8,BO,32,TRIGGER PENDING,,,,WIPRO,SELL,242.2,DAY,bo
10,234.6,0,0,NSE,1100000004230718,2019-11-22 11:40:05,2019-11-22 11:40:05,8,12499X1hcNZlwLI2b0,7712001,0,191122001592670,2019-11-22 11:40:05,LIMIT,,0,UD8801,234.6,BO,8,COMPLETE,,,,IBULHSGFIN,SELL,0.0,DAY,bo
11,0.0,8,8,NSE,1100000004230988,2019-11-22 13:36:59,2019-11-22 13:36:59,0,,7712001,0,191122001592706,2019-11-22 13:36:59,LIMIT,191122001592670,8,UD8801,228.4,BO,8,CANCELLED,,,,IBULHSGFIN,BUY,0.0,DAY,bo
12,233.4,0,0,NSE,1100000004230989,2019-11-22 13:36:59,2019-11-22 13:36:59,8,,7712001,0,191122001592707,2019-11-22 13:36:59,LIMIT,191122001592670,0,UD8801,254.7,BO,8,COMPLETE,,,,IBULHSGFIN,BUY,233.4,DAY,bo
13,233.4,0,0,NSE,1100000005976066,2019-11-22 13:37:00,2019-11-22 13:37:00,8,12499X9xgNv0F3sPpf,7712001,0,191122002178102,2019-11-22 13:37:00,LIMIT,,0,UD8801,244.8,BO,8,COMPLETE,,,,IBULHSGFIN,BUY,0.0,DAY,bo
14,235.8,0,0,NSE,1100000005976068,2019-11-22 13:37:00,2019-11-22 13:39:19,8,,7712001,0,191122002178104,2019-11-22 13:39:19,LIMIT,191122002178102,0,UD8801,235.8,BO,8,COMPLETE,,,,IBULHSGFIN,SELL,0.0,DAY,bo
15,0.0,8,8,NSE,1100000005976071,2019-11-22 13:39:19,2019-11-22 13:39:19,0,,7712001,0,191122002178105,2019-11-22 13:39:19,SL,191122002178102,8,UD8801,208.4,BO,8,CANCELLED,,,,IBULHSGFIN,SELL,220.4,DAY,bo
16,0.0,0,0,NSE,1100000006017255,2019-11-22 13:39:20,2019-11-22 13:39:20,0,12499XMgrcJfW8Gwd2,7712001,0,191122002190310,2019-11-22 13:39:20,SL,,8,UD8801,231.8,BO,8,TRIGGER PENDING,,,,IBULHSGFIN,SELL,231.8,DAY,bo
