order_id,transaction_type,price,stoploss,target,status,semi-target_status,target_status,stoploss_status,day_high,day_low
1,BUY,1154.1,1146.0,1168.1,,0,0,1,1155.1,1146.0
2,SELL,1146.0,1155.1,1140.6,,0,0,1,1155.1,1143.1
3,BUY,1155.1,1143.1,1168.1,,1,0,1,1161.4,1143.1
4,SELL,1159.7,1161.4,1151.1,,0,0,1,1161.4,1143.1
5,BUY,1161.4,1143.1,1168.1,,0,0,1,1167.0,1143.1
