,average_price,cancelled_quantity,disclosed_quantity,exchange,exchange_order_id,exchange_timestamp,exchange_update_timestamp,filled_quantity,guid,instrument_token,market_protection,order_id,order_timestamp,order_type,parent_order_id,pending_quantity,placed_by,price,product,quantity,status,status_message,status_message_raw,tag,tradingsymbol,transaction_type,trigger_price,validity,variety
0,64.6,0,0,NSE,1300000000672082,2019-11-20 09:20:05,2019-11-20 09:20:05,22,12499X5hQSswfGm1MX,3050241,0,191120000235202,2019-11-20 09:20:05,LIMIT,,0,UD8801,64.8,BO,22,COMPLETE,,,,YESBANK,BUY,0.0,DAY,bo
1,1565.55,0,0,NSE,1300000000672100,2019-11-20 09:20:05,2019-11-20 09:20:05,5,12499XeuD84tvLHWLc,738561,0,191120000235211,2019-11-20 09:20:05,LIMIT,,0,UD8801,1566.0,BO,5,COMPLETE,,,,RELIANCE,BUY,0.0,DAY,bo
2,251.25,0,0,NSE,1100000000893298,2019-11-20 09:25:05,2019-11-20 09:25:05,20,12499XuGToAcCVbUDF,7458561,0,191120000357817,2019-11-20 09:25:05,LIMIT,,0,UD8801,251.2,BO,20,COMPLETE,,,,INFRATEL,SELL,0.0,DAY,bo
3,249.35,0,0,NSE,1100000000893311,2019-11-20 09:25:05,2019-11-20 09:34:16,20,,7458561,0,191120000357821,2019-11-20 09:34:16,LIMIT,191120000357817,0,UD8801,249.35,BO,20,COMPLETE,,,,INFRATEL,BUY,0.0,DAY,bo
4,0.0,20,20,NSE,1100000000893313,2019-11-20 09:34:16,2019-11-20 09:34:16,0,,7458561,0,191120000357822,2019-11-20 09:34:16,SL,191120000357817,20,UD8801,275.6,BO,20,CANCELLED,,,,INFRATEL,BUY,260.25,DAY,bo
5,64.9,0,0,NSE,1300000000672094,2019-11-20 09:20:05,2019-11-20 10:21:58,22,,3050241,0,191120000235204,2019-11-20 10:21:58,LIMIT,191120000235202,0,UD8801,64.9,BO,22,COMPLETE,,,,YESBANK,SELL,0.0,DAY,bo
6,0.0,22,22,NSE,1300000000672093,2019-11-20 10:21:58,2019-11-20 10:21:58,0,,3050241,0,191120000235205,2019-11-20 10:21:58,SL,191120000235202,22,UD8801,57.75,BO,22,CANCELLED,,,,YESBANK,SELL,61.8,DAY,bo
7,0.0,5,5,NSE,1300000000672108,2019-11-20 14:49:20,2019-11-20 14:49:20,0,,738561,0,191120000235213,2019-11-20 14:49:20,LIMIT,191120000235211,5,UD8801,1581.65,BO,5,CANCELLED,,,,RELIANCE,SELL,0.0,DAY,bo
8,1546.5,0,0,NSE,1300000000672110,2019-11-20 14:49:20,2019-11-20 14:49:20,5,,738561,0,191120000235214,2019-11-20 14:49:20,LIMIT,191120000235211,0,UD8801,1358.8,BO,5,COMPLETE,,,,RELIANCE,SELL,1546.85,DAY,bo
9,1546.85,0,0,NSE,1300000009054147,2019-11-20 14:49:30,2019-11-20 14:49:31,5,12499XDS571frDVwAI,738561,0,191120003020870,2019-11-20 14:49:31,LIMIT,,0,UD8801,1546.85,BO,5,COMPLETE,,,,RELIANCE,SELL,0.0,DAY,bo
10,0.0,22,0,NSE,1300000003367901,2019-11-20 15:21:50,2019-11-20 15:21:50,0,12499XOhyEFO28FO5x,3050241,0,191120001166169,2019-11-20 15:21:51,SL,,22,UD8801,62.0,BO,22,CANCELLED,,,,YESBANK,SELL,62.0,DAY,bo
11,0.0,5,5,NSE,1300000009054461,2019-11-20 15:21:51,2019-11-20 15:21:51,0,,738561,0,191120003021002,2019-11-20 15:21:51,LIMIT,191120003020870,5,UD8801,1532.25,BO,5,CANCELLED,,,,RELIANCE,BUY,0.0,DAY,bo
12,0.0,20,0,NSE,1100000001367158,2019-11-20 15:21:56,2019-11-20 15:21:56,0,12499XwBnw2YJrmYwZ,7458561,0,191120000541087,2019-11-20 15:21:56,SL,,20,UD8801,260.2,BO,20,CANCELLED,,,,INFRATEL,BUY,260.2,DAY,bo
13,1547.15,0,0,NSE,1300000009054460,2019-11-20 15:22:12,2019-11-20 15:22:12,5,,738561,0,191120003021003,2019-11-20 15:22:14,LIMIT,191120003020870,0,UD8801,1660.7,BO,5,COMPLETE,,,,RELIANCE,BUY,0.0,DAY,bo
14,0.0,0,0,NSE,,,,0,12499Xy46yL7UVYUsL,738561,0,191120003268245,2019-11-20 15:22:22,LIMIT,,0,UD8801,1572.05,BO,5,REJECTED,BO: auto square off executed,BO: auto square off executed,,RELIANCE,BUY,0.0,DAY,bo
