,average_price,cancelled_quantity,disclosed_quantity,exchange,exchange_order_id,exchange_timestamp,exchange_update_timestamp,filled_quantity,guid,instrument_token,market_protection,order_id,order_timestamp,order_type,parent_order_id,pending_quantity,placed_by,price,product,quantity,status,status_message,status_message_raw,tag,tradingsymbol,transaction_type,trigger_price,validity,variety
10,0.0,8,8,NSE,1300000001102047,2019-11-25 09:59:21,2019-11-25 09:59:21,0,,897537,0,191125000365891,2019-11-25 09:59:21,LIMIT,191125000365008,8,UD8801,1168.1,BO,8,CANCELLED,,,,TITAN,SELL,0.0,DAY,bo
11,1146.0,0,0,NSE,1300000001102049,2019-11-25 09:59:21,2019-11-25 09:59:21,8,,897537,0,191125000365892,2019-11-25 09:59:21,LIMIT,191125000365008,0,UD8801,1022.05,BO,8,COMPLETE,,,,TITAN,SELL,1146.0,DAY,bo
12,1146.0,0,0,NSE,1300000002313040,2019-11-25 09:59:30,2019-11-25 10:00:16,8,12499XwtC6kOrA4tvn,897537,0,191125000752766,2019-11-25 10:00:16,LIMIT,,0,UD8801,1146.0,BO,8,COMPLETE,,,,TITAN,SELL,0.0,DAY,bo
13,413.4,0,0,NSE,1300000002928026,2019-11-25 10:20:05,2019-11-25 10:20:05,11,12499XOUYBmIj4LP5r,895745,0,191125000941106,2019-11-25 10:20:05,LIMIT,,0,UD8801,413.4,BO,11,COMPLETE,,,,TATASTEEL,BUY,0.0,DAY,bo
14,0.0,8,8,NSE,1300000002338326,2019-11-25 12:22:11,2019-11-25 12:22:11,0,,897537,0,191125000760443,2019-11-25 12:22:11,LIMIT,191125000752766,8,UD8801,1130.6,BO,8,CANCELLED,,,,TITAN,BUY,0.0,DAY,bo
15,1155.8,0,0,NSE,1300000002338322,2019-11-25 12:22:11,2019-11-25 12:22:11,8,,897537,0,191125000760444,2019-11-25 12:22:11,LIMIT,191125000752766,0,UD8801,1249.15,BO,8,COMPLETE,,,,TITAN,BUY,1155.1,DAY,bo
16,1155.1,0,0,NSE,1300000005136102,2019-11-25 12:22:20,2019-11-25 12:22:20,8,12499XOYXggrpJm59R,897537,0,191125001747590,2019-11-25 12:22:20,LIMIT,,0,UD8801,1155.1,BO,8,COMPLETE,,,,TITAN,BUY,0.0,DAY,bo
17,0.0,0,8,NSE,1300000005136366,2019-11-25 12:22:20,2019-11-25 12:22:20,0,,897537,0,191125001747618,2019-11-25 12:22:20,LIMIT,191125001747590,8,UD8801,1168.1,BO,8,OPEN,,,,TITAN,SELL,0.0,DAY,bo
18,0.0,0,8,NSE,1300000005136369,2019-11-25 12:22:20,2019-11-25 12:22:20,0,,897537,0,191125001747619,2019-11-25 12:22:20,SL,191125001747590,8,UD8801,1022.05,BO,8,TRIGGER PENDING,,,,TITAN,SELL,1143.1,DAY,bo
19,0.0,11,11,NSE,1300000002928109,2019-11-25 13:08:03,2019-11-25 13:08:03,0,,895745,0,191125000941110,2019-11-25 13:08:03,LIMIT,191125000941106,11,UD8801,430.0,BO,11,CANCELLED,,,,TATASTEEL,SELL,0.0,DAY,bo
20,415.5,0,0,NSE,1300000002928099,2019-11-25 13:08:03,2019-11-25 13:08:03,11,,895745,0,191125000941111,2019-11-25 13:08:03,LIMIT,191125000941106,0,UD8801,360.0,BO,11,COMPLETE,,,,TATASTEEL,SELL,415.5,DAY,bo
