,local_order_id,order_id,order_type,parent_order_id,price,status,transaction_type,trigger_price
0,1,191129000619053,LIMIT,NA,375.4,COMPLETE,BUY,0
1,,191129000619599,LIMIT,191129000619053,384.95,OPEN,SELL,0.0
2,,191129000619600,SL,191129000619053,301.3,TRIGGER PENDING,SELL,354.9
0,2,191129001756894,LIMIT,NA,354.9,COMPLETE,SELL,0
1,,191129001757396,LIMIT,191129001756894,344.9,OPEN,BUY,0.0
2,,191129001757397,SL,191129001756894,384.95,TRIGGER PENDING,BUY,376.6
