order_id,transaction_type,price,stoploss,target,semi_target,status,semi-target_status,target_status,stoploss_status,day_high,day_low
1,BUY,816.4,805.5,821.0,819.7,,0,1,0,822.0,805.5
2,SELL,805.5,822.0,796.5,802.3,,0,0,1,822.0,802.2
